t [ms] 	      u [m/s]
289656.60 	 0.34670500
289665.21 	 0.34842100
289679.11 	 0.35561000
289706.33 	 0.35447600
289745.88 	 0.33602100
289752.29 	 0.34235200
289772.02 	 0.33497900
289773.35 	 0.34934100
289779.65 	 0.33787600
289795.47 	 0.33873400
289799.60 	 0.34788500
289804.40 	 0.33314000
289829.28 	 0.35861400
289854.55 	 0.35436900
289855.38 	 0.34823800
289860.79 	 0.34673500
289864.37 	 0.35180900
289879.62 	 0.34817600
289885.00 	 0.34383900
289901.59 	 0.33001300
289918.80 	 0.34267400
289920.01 	 0.33510200
289920.76 	 0.33294100
289951.12 	 0.33497900
289962.17 	 0.34762400
289967.44 	 0.34428300
290023.43 	 0.35268300
290024.43 	 0.35150200
290025.89 	 0.34385400
290033.98 	 0.35323400
290039.69 	 0.35395500
290050.52 	 0.33588400
290054.63 	 0.33960800
290059.02 	 0.33507100
290060.70 	 0.33781500
290064.65 	 0.34466600
290065.89 	 0.33697200
290088.52 	 0.33697200
290095.85 	 0.34524900
290104.33 	 0.34604600
290107.64 	 0.35515000
290160.39 	 0.35899800
290244.41 	 0.34371600
290260.60 	 0.34653600
290270.68 	 0.34081900
290298.56 	 0.33838200
290307.91 	 0.33976100
290308.59 	 0.33879600
290339.07 	 0.34612200
290344.34 	 0.34422200
290352.88 	 0.35453700
290360.11 	 0.35056700
290360.43 	 0.35237600
290371.60 	 0.36168000
290390.84 	 0.34529500
290445.97 	 0.35718900
290474.34 	 0.35029100
290498.41 	 0.35127200
290542.28 	 0.34810000
290555.25 	 0.34595400
290557.89 	 0.35879800
290575.32 	 0.34833000
290592.60 	 0.35173200
290603.16 	 0.34428300
290624.18 	 0.34630600
290624.80 	 0.34511100
290625.65 	 0.33738600
290636.31 	 0.34175400
290648.47 	 0.34905000
290659.40 	 0.34658200
290678.54 	 0.33384500
290701.09 	 0.34124800
290713.92 	 0.33309400
290734.62 	 0.34014500
290740.52 	 0.34526400
290741.32 	 0.33721700
290743.25 	 0.33842800
290748.80 	 0.33059600
290757.12 	 0.34580000
290775.95 	 0.34725700
290802.15 	 0.35046000
290805.90 	 0.34293400
290863.75 	 0.34583100
290867.10 	 0.35124200
290879.47 	 0.33878000
290888.23 	 0.35115000
290900.01 	 0.34146300
290917.91 	 0.33804500
290924.92 	 0.33665000
290952.80 	 0.35567100
290954.67 	 0.34463600
290958.22 	 0.34460500
290970.40 	 0.35242200
290971.09 	 0.34460500
290972.90 	 0.35392400
290976.83 	 0.35272900
290985.73 	 0.33933200
290990.11 	 0.33999100
290992.45 	 0.34852900
290995.77 	 0.33957700
291010.40 	 0.32471000
291015.51 	 0.33729400
291022.89 	 0.32823500
291023.55 	 0.33830500
291031.06 	 0.32955300
291036.83 	 0.33683400
291038.50 	 0.33093300
291088.55 	 0.34768600
291091.02 	 0.35027600
291108.05 	 0.34635200
291115.91 	 0.34670500
291131.23 	 0.35354100
291137.12 	 0.35461400
291148.22 	 0.34940200
291157.54 	 0.33997600
291162.50 	 0.34882000
291168.26 	 0.35259100
291169.63 	 0.33916400
291191.84 	 0.35729600
291216.88 	 0.34889700
291218.63 	 0.35847600
291233.18 	 0.35326500
291235.22 	 0.33891800
291237.80 	 0.34661300
291294.75 	 0.34883500
291296.92 	 0.34081900
291302.94 	 0.33225100
291322.50 	 0.35026100
291327.75 	 0.34658200
291328.55 	 0.33999100
291342.48 	 0.34739500
291363.70 	 0.36318200
291364.87 	 0.34915700
291385.12 	 0.35501200
291388.35 	 0.35055200
291389.12 	 0.34514100
291391.53 	 0.34906500
291430.75 	 0.35429200
291457.66 	 0.35315800
291469.18 	 0.34898900
291493.78 	 0.36266100
291520.80 	 0.35119600
291539.28 	 0.35039900
291541.69 	 0.36712100
291558.57 	 0.34918800
291565.46 	 0.35006200
291579.05 	 0.36492900
291593.13 	 0.35337200
291637.08 	 0.36134300
291642.07 	 0.34652100
291649.68 	 0.35134900
291662.33 	 0.35597800
291677.46 	 0.35867600
291691.20 	 0.36446900
291696.92 	 0.36502100
291711.19 	 0.35145600
291725.71 	 0.36157300
291733.15 	 0.35610100
291738.25 	 0.36014700
291743.43 	 0.34882000
291765.08 	 0.35487400
291796.44 	 0.35312700
291802.80 	 0.35059800
291872.21 	 0.34494200
291883.14 	 0.35423100
291892.86 	 0.34466600
291893.48 	 0.35554900
291905.19 	 0.35393900
291907.08 	 0.34679700
291939.48 	 0.36267600
291940.34 	 0.35554900
291953.37 	 0.34555500
291955.81 	 0.34770100
291957.89 	 0.36411700
292024.56 	 0.35191600
292055.22 	 0.34396100
292059.78 	 0.35766400
292080.88 	 0.35668300
292088.65 	 0.36247700
292109.43 	 0.36609400
292127.78 	 0.35075100
292132.71 	 0.34173900
292132.95 	 0.35194700
292134.04 	 0.34442100
292146.06 	 0.35105800
292164.46 	 0.34874300
292175.34 	 0.34997000
292191.80 	 0.35328000
292192.70 	 0.35928900
292225.97 	 0.37076900
292256.36 	 0.35545700
292269.66 	 0.35538000
292270.28 	 0.36390200
292272.43 	 0.34889700
292275.55 	 0.35479800
292285.13 	 0.34554000
292302.40 	 0.35918100
292352.05 	 0.34555500
292372.28 	 0.35288200
292388.51 	 0.34535600
292392.06 	 0.34690400
292400.50 	 0.34911100
292403.64 	 0.35539600
292407.55 	 0.36281400
292413.10 	 0.34888100
292417.29 	 0.35519600
292423.03 	 0.36919000
292431.25 	 0.34714900
292432.30 	 0.34662800
292438.38 	 0.35755700
292444.34 	 0.34520300
292466.75 	 0.34828400
292480.21 	 0.35554900
292494.42 	 0.36054600
292519.40 	 0.35639200
292529.38 	 0.35936500
292543.72 	 0.36131200
292578.06 	 0.36500600
292625.40 	 0.35919700
292692.44 	 0.33663500
292703.63 	 0.33701800
292713.27 	 0.34011400
292745.82 	 0.34071200
292757.71 	 0.33157600
292783.89 	 0.34402200
292787.66 	 0.32654900
292787.87 	 0.33695600
292791.10 	 0.32926200
292796.23 	 0.33576100
292796.83 	 0.32593600
292801.95 	 0.33942400
292806.16 	 0.32947700
292819.43 	 0.34144700
292830.81 	 0.34409900
292832.44 	 0.33796800
292849.15 	 0.33589900
292849.86 	 0.33878000
292858.71 	 0.33547000
292912.43 	 0.35223800
292918.84 	 0.34771600
292921.70 	 0.33691000
292929.69 	 0.35193200
292935.28 	 0.34724100
292936.68 	 0.33369200
292957.97 	 0.34221400
292960.68 	 0.35576300
292971.32 	 0.34072700
292976.58 	 0.33478000
292994.04 	 0.34501900
293016.84 	 0.34016000
293024.87 	 0.34592300
293052.56 	 0.34524900
293056.39 	 0.34221400
293087.86 	 0.36517500
293093.12 	 0.35994800
293097.19 	 0.35443000
293100.37 	 0.37015600
293110.52 	 0.35283600
293124.02 	 0.36391800
293126.89 	 0.36066800
293146.61 	 0.34868200
293149.82 	 0.35435300
293158.08 	 0.36027000
293179.71 	 0.35958000
293197.58 	 0.34501900
293208.22 	 0.34800800
293212.37 	 0.35202300
293213.15 	 0.35179400
293217.86 	 0.36327400
293224.99 	 0.36384100
293235.64 	 0.35827700
293243.01 	 0.35807800
293266.21 	 0.35504300
293275.83 	 0.35637700
293276.77 	 0.35131800
293303.52 	 0.34203000
293308.49 	 0.34883500
293320.12 	 0.34917300
293344.10 	 0.35599300
293356.11 	 0.36008600
293380.93 	 0.35272900
293389.45 	 0.34374700
293392.99 	 0.35824600
293397.44 	 0.34794600
293400.31 	 0.34623000
293408.34 	 0.34926500
293419.66 	 0.35257500
293448.61 	 0.36279900
293463.91 	 0.35507400
293531.31 	 0.36709000
293539.20 	 0.35840000
293544.60 	 0.34990800
293554.99 	 0.36286000
293584.66 	 0.36118900
293601.68 	 0.34448200
293605.24 	 0.33540800
293633.32 	 0.33424300
293639.13 	 0.34215200
293646.68 	 0.33757000
293669.70 	 0.34742500
293683.05 	 0.35361800
293721.87 	 0.33819800
293733.50 	 0.34183100
293737.41 	 0.34635200
293747.06 	 0.35866000
293750.20 	 0.33922500
293786.61 	 0.36100500
293787.90 	 0.36523600
293798.34 	 0.35964100
293799.03 	 0.35314200
293856.60 	 0.35895200
293880.80 	 0.34152400
293895.30 	 0.35600900
293945.59 	 0.34938700
293950.14 	 0.35660600
293979.78 	 0.35383200
293991.35 	 0.36427000
294002.88 	 0.35279000
294033.88 	 0.36146500
294039.15 	 0.35577900
294067.74 	 0.35516600
294088.54 	 0.35691300
294091.56 	 0.35479800
294102.65 	 0.36111300
294114.08 	 0.36365700
294116.29 	 0.35585500
294124.79 	 0.34206100
294130.43 	 0.35530400
294135.08 	 0.36404000
294156.98 	 0.33948500
294157.49 	 0.34794600
294159.24 	 0.36238500
294161.88 	 0.35850700
294176.49 	 0.34924900
294186.48 	 0.35584000
294195.79 	 0.34006800
294196.72 	 0.35579400
294201.84 	 0.35277500
294256.37 	 0.33735500
294273.28 	 0.34291900
294279.35 	 0.33631300
294281.82 	 0.34321000
294284.48 	 0.35400100
294292.57 	 0.33680300
294294.00 	 0.34670500
294354.03 	 0.34350100
294355.63 	 0.35138000
294369.00 	 0.35039900
294428.23 	 0.33871900
294438.44 	 0.33496400
294446.93 	 0.33868800
294457.14 	 0.33910200
294460.83 	 0.33599100
294501.15 	 0.34707300
294505.11 	 0.33979200
294510.22 	 0.34347100
294510.56 	 0.34465100
294522.31 	 0.34535600
294597.12 	 0.35331100
294615.67 	 0.36085200
294625.87 	 0.35812400
294646.09 	 0.35257500
294648.73 	 0.34891200
294651.53 	 0.34808400
294663.23 	 0.35476700
294668.01 	 0.36054600
294681.36 	 0.34725700
294690.86 	 0.34646000
294695.24 	 0.33982300
294697.61 	 0.35271300
294707.85 	 0.32996700
294722.58 	 0.33695600
294726.37 	 0.33655800
294731.11 	 0.34632200
294741.71 	 0.35118000
294747.69 	 0.33982300
294748.07 	 0.33663500
294748.48 	 0.33284900
294795.00 	 0.33510200
294810.92 	 0.33238900
294814.02 	 0.33715600
294817.74 	 0.33441200
294830.48 	 0.33346200
294833.10 	 0.34222900
294834.77 	 0.34344000
294844.86 	 0.33263400
294849.60 	 0.34714900
294884.07 	 0.34629100
294891.02 	 0.33266500
294894.45 	 0.33130100
294899.58 	 0.34518700
294912.62 	 0.33306300
294923.08 	 0.33635900
294929.18 	 0.33767700
294937.77 	 0.32739200
294939.45 	 0.32627300
294964.98 	 0.34727200
294979.75 	 0.33070300
294994.68 	 0.33476500
295012.70 	 0.32823500
295016.04 	 0.33462700
295028.89 	 0.33418200
295045.00 	 0.32621200
295052.91 	 0.33208200
295061.02 	 0.33652700
295070.29 	 0.33182200
295079.11 	 0.33268000
295080.12 	 0.33051900
295098.36 	 0.34929500
295104.64 	 0.33563800
295120.12 	 0.32696300
295123.92 	 0.33686400
295132.60 	 0.33119300
295135.30 	 0.32034100
295152.60 	 0.31995800
295161.67 	 0.34020600
295162.22 	 0.32515400
295187.26 	 0.33381400
295205.03 	 0.34667400
295214.63 	 0.33651200
295220.47 	 0.33474900
295220.86 	 0.32498600
295221.21 	 0.32710100
295235.55 	 0.33007400
295242.46 	 0.34810000
295247.25 	 0.33468800
295253.33 	 0.35104300
295254.12 	 0.34779300
295261.99 	 0.35095100
295335.90 	 0.34083400
295351.00 	 0.34623000
295351.81 	 0.34230600
295366.99 	 0.33468800
295378.54 	 0.33150000
295379.14 	 0.34299600
295387.40 	 0.33310900
295390.29 	 0.34636800
295398.47 	 0.33136200
295402.56 	 0.34839100
295404.13 	 0.32894000
295409.14 	 0.35042900
295422.34 	 0.34086500
295426.19 	 0.36010100
295429.81 	 0.34169300
295433.37 	 0.33937800
295438.85 	 0.34060400
295442.23 	 0.34935600
295452.09 	 0.35623900
295455.50 	 0.35355600
295484.15 	 0.35535000
295485.46 	 0.34768600
295493.77 	 0.35044500
295516.16 	 0.36060700
295517.26 	 0.35130300
295528.07 	 0.34974000
295545.61 	 0.36381000
295575.45 	 0.35821600
295598.33 	 0.35804700
295601.91 	 0.36476100
295617.54 	 0.35582500
295623.26 	 0.35895200
295629.32 	 0.36566500
295650.95 	 0.35928900
295654.27 	 0.35036800
295656.60 	 0.35682100
295662.65 	 0.35110400
295677.45 	 0.35884400
295684.43 	 0.35613100
295691.50 	 0.34767000
295700.46 	 0.35354100
295702.34 	 0.34656700
295709.50 	 0.35858400
295718.96 	 0.35320400
295741.34 	 0.36460700
295749.34 	 0.35328000
295751.03 	 0.34797700
295758.06 	 0.35882900
295769.08 	 0.35136400
295781.97 	 0.34921900
295791.36 	 0.34146300
295832.05 	 0.34561700
295852.88 	 0.35467500
295889.43 	 0.35180900
295890.62 	 0.33732400
295903.33 	 0.33171400
295910.28 	 0.33536200
295911.33 	 0.33586800
295913.79 	 0.33707900
295919.38 	 0.33855100
295934.15 	 0.34970900
295988.04 	 0.35352600
295992.76 	 0.35446100
295993.87 	 0.34193800
296026.72 	 0.34108000
296028.18 	 0.33249600
296071.55 	 0.35603900
296074.41 	 0.33917900
296089.95 	 0.35683600
296097.86 	 0.35294300
296109.76 	 0.35283600
296122.16 	 0.34526400
296122.62 	 0.34658200
296168.45 	 0.35626900
296178.49 	 0.34344000
296201.03 	 0.34774700
296203.19 	 0.34123300
296225.25 	 0.34103400
296228.09 	 0.34951000
296229.84 	 0.34088000
296231.94 	 0.35749500
296249.02 	 0.35804700
296253.32 	 0.34495700
296256.26 	 0.34514100
296282.29 	 0.35956500
296285.80 	 0.36123500
296309.68 	 0.35449100
296322.82 	 0.35355600
296324.31 	 0.34773200
296331.79 	 0.34101800
296335.94 	 0.35337200
296339.91 	 0.34928000
296350.62 	 0.34983200
296366.58 	 0.34935600
296367.22 	 0.34241300
296385.75 	 0.35265200
296393.73 	 0.35259100
296432.86 	 0.33930200
296438.31 	 0.33813700
296440.14 	 0.33868800
296446.67 	 0.33945500
296452.76 	 0.32523100
296455.41 	 0.33192900
296463.78 	 0.33976100
296465.34 	 0.34317900
296476.91 	 0.34363900
296505.50 	 0.33853500
296528.21 	 0.34495700
296531.48 	 0.33470300
296538.74 	 0.32772900
296541.23 	 0.33041200
296589.95 	 0.32910900
296598.37 	 0.33623600
296605.16 	 0.33691000
296632.46 	 0.33340000
296633.29 	 0.35328000
296645.77 	 0.33802900
296692.21 	 0.34797700
296701.93 	 0.34489600
296719.00 	 0.35781700
296726.85 	 0.36365700
296730.06 	 0.36060700
296737.92 	 0.36614000
296739.65 	 0.34655200
296756.04 	 0.34859000
296759.53 	 0.35726600
296796.90 	 0.34642900
296800.88 	 0.35853800
296802.98 	 0.35211500
296820.51 	 0.35328000
296823.66 	 0.36062200
296828.60 	 0.34172300
296830.56 	 0.36191000
296841.33 	 0.34152400
296843.13 	 0.35567100
296844.08 	 0.34682700
296855.23 	 0.34721100
296857.18 	 0.34586200
296866.47 	 0.34281200
296881.34 	 0.34134000
296886.10 	 0.34258200
296900.57 	 0.35875200
296905.83 	 0.35052100
296918.02 	 0.35213100
296921.35 	 0.34603000
296932.52 	 0.35236100
296932.98 	 0.34944800
296935.44 	 0.34121800
296946.26 	 0.33947000
296953.38 	 0.33760000
296956.26 	 0.34768600
296971.87 	 0.34537100
296978.83 	 0.34249000
296981.60 	 0.33917900
296988.88 	 0.33292500
296991.49 	 0.33652700
296994.33 	 0.33332400
297018.77 	 0.32941500
297046.16 	 0.32244100
297057.60 	 0.31068500
297091.15 	 0.32219600
297102.64 	 0.33035000
297111.34 	 0.32552200
297134.71 	 0.33051900
297151.52 	 0.33668100
297167.40 	 0.34032900
297178.92 	 0.33847400
297201.04 	 0.32535300
297207.42 	 0.33565400
297221.96 	 0.33168400
297250.11 	 0.34299600
297251.01 	 0.33165300
297263.44 	 0.33787600
297265.06 	 0.33750800
297269.48 	 0.33543900
297294.53 	 0.32754500
297297.78 	 0.31966700
297308.68 	 0.32285500
297309.11 	 0.31908400
297313.16 	 0.32185900
297321.72 	 0.33081000
297335.61 	 0.32383600
297335.91 	 0.32559900
297351.57 	 0.31713800
297366.64 	 0.32287000
297371.42 	 0.32118400
297379.91 	 0.32608900
297382.28 	 0.33721700
297397.14 	 0.32308500
297405.64 	 0.32463300
297438.45 	 0.31548200
297442.29 	 0.31477700
297450.53 	 0.31529900
297469.06 	 0.33508600
297473.23 	 0.31542100
297499.09 	 0.33911800
297521.09 	 0.33192900
297534.09 	 0.33734000
297553.69 	 0.33539300
297562.83 	 0.33864200
297563.44 	 0.33143900
297582.19 	 0.34425200
297590.58 	 0.34875900
297594.46 	 0.34034400
297601.52 	 0.35594700
297624.69 	 0.35311200
297664.59 	 0.34951000
297668.95 	 0.34606100
297687.76 	 0.34446700
297731.39 	 0.34836000
297738.79 	 0.35340300
297743.60 	 0.34826800
297747.52 	 0.35325000
297805.64 	 0.33550000
297822.23 	 0.33646600
297822.90 	 0.33914800
297837.20 	 0.34261200
297838.31 	 0.33680300
297857.63 	 0.34635200
297866.54 	 0.33744700
297877.84 	 0.34216800
297928.96 	 0.33255700
297950.62 	 0.33073300
297971.13 	 0.33649700
297972.44 	 0.33957700
297991.50 	 0.34402200
297992.13 	 0.34039000
297993.19 	 0.35055200
297998.83 	 0.34684300
298000.99 	 0.34905000
298015.04 	 0.34938700
298061.69 	 0.32969100
298083.84 	 0.33916400
298084.68 	 0.33593000
298086.98 	 0.33433500
298098.23 	 0.34201500
298108.52 	 0.33859700
298144.15 	 0.35041400
298163.85 	 0.35630000
298196.90 	 0.35623900
298199.36 	 0.36885300
298200.56 	 0.35565600
298205.59 	 0.36229300
298207.41 	 0.35630000
298213.00 	 0.35607000
298227.43 	 0.36805600
298230.89 	 0.37152000
298245.84 	 0.34903500
298263.20 	 0.34751700
298277.20 	 0.35300400
298285.61 	 0.35416900
298324.38 	 0.34833000
298365.27 	 0.34503400
298369.00 	 0.34040500
298369.23 	 0.34646000
298376.50 	 0.34751700
298391.24 	 0.33441200
298392.03 	 0.34426800
298402.75 	 0.32837300
298404.94 	 0.32317700
298409.32 	 0.34284200
298439.44 	 0.35317300
298458.31 	 0.35703600
298464.18 	 0.37544400
298464.88 	 0.35565600
298477.08 	 0.35835400
298487.72 	 0.35487400
298502.46 	 0.36247700
298509.06 	 0.36445400
298510.63 	 0.35081300
298515.26 	 0.36517500
298520.98 	 0.35775600
298544.19 	 0.34304200
298575.75 	 0.34690400
298577.73 	 0.35397000
298578.88 	 0.34448200
298583.56 	 0.34501900
298624.89 	 0.37522900
298698.27 	 0.34524900
298711.25 	 0.34417600
298713.72 	 0.34474300
298726.10 	 0.35840000
298745.08 	 0.35167100
298746.53 	 0.34448200
298781.28 	 0.34593800
298785.16 	 0.34313300
298789.72 	 0.35548800
298800.43 	 0.35775600
298801.51 	 0.34718000
298807.53 	 0.36027000
298858.23 	 0.34081900
298876.37 	 0.35579400
298897.02 	 0.34175400
298897.45 	 0.33893400
298940.48 	 0.35766400
298952.71 	 0.34298000
298958.25 	 0.34653600
298963.93 	 0.34596900
298979.02 	 0.35119600
298997.98 	 0.35565600
299003.76 	 0.34204500
299014.67 	 0.34022100
299055.52 	 0.34175400
299065.79 	 0.35389300
299081.90 	 0.34241300
299125.75 	 0.34089600
299125.96 	 0.34714900
299142.52 	 0.34820700
299175.19 	 0.34463600
299185.18 	 0.33973100
299198.99 	 0.34374700
299203.55 	 0.34264300
299220.05 	 0.34160100
299255.31 	 0.33907200
299290.29 	 0.33907200
299293.67 	 0.33536200
299313.29 	 0.34846700
299318.44 	 0.34172300
299320.47 	 0.33792200
299335.74 	 0.33792200
299336.44 	 0.35453700
299340.03 	 0.33160700
299345.36 	 0.34624500
299355.67 	 0.33358400
299356.04 	 0.33934800
299357.90 	 0.34172300
299359.78 	 0.33422800
299360.21 	 0.34730300
299372.23 	 0.34967800
299393.97 	 0.34685800
299404.69 	 0.34500300
299439.01 	 0.33615900
299450.88 	 0.34583100
299484.85 	 0.33689500
299485.82 	 0.34917300
299496.74 	 0.33422800
299516.43 	 0.32799000
299528.87 	 0.33750800
299557.03 	 0.33986900
299559.12 	 0.35884400
299596.03 	 0.31813400
299602.80 	 0.32723900
299604.51 	 0.32093900
299613.97 	 0.32349900
299616.38 	 0.31638700
299618.42 	 0.31647900
299621.15 	 0.32553700
299630.65 	 0.32566000
299657.59 	 0.32681000
299666.79 	 0.31891600
299701.81 	 0.32981400
299716.48 	 0.31204900
299722.87 	 0.32308500
299723.51 	 0.31436400
299725.68 	 0.32648800
299733.68 	 0.31761300
299739.92 	 0.32067900
299740.96 	 0.32858800
299758.73 	 0.33292500
299763.25 	 0.32734600
299826.55 	 0.31975900
299836.82 	 0.32098500
299855.99 	 0.31405700
299857.15 	 0.30875400
299903.35 	 0.30807900
299994.46 	 0.30830900
300125.61 	 0.30901400
300145.85 	 0.31076200
300163.30 	 0.31422600
300170.46 	 0.31086900
300181.15 	 0.30958100
300213.59 	 0.32106200
300215.26 	 0.32561400
300223.51 	 0.33907200
300227.90 	 0.35242200
300250.32 	 0.34184600
300264.88 	 0.34833000
300266.08 	 0.33904100
300270.80 	 0.34475800
300274.86 	 0.34314900
300289.74 	 0.35124200
300292.74 	 0.34486500
300305.29 	 0.33910200
300313.85 	 0.33249600
300323.57 	 0.34344000
300338.03 	 0.33358400
300341.64 	 0.34534100
300356.15 	 0.33352300
300362.16 	 0.34103400
300364.91 	 0.34800800
300365.95 	 0.34958600
300370.17 	 0.33525500
300370.43 	 0.34713400
300386.50 	 0.33602100
300387.05 	 0.35213100
300387.73 	 0.34245900
300413.63 	 0.34650600
300427.30 	 0.36005500
300435.01 	 0.35550300
300443.76 	 0.35251400
300451.63 	 0.35616200
300452.08 	 0.35085900
300465.51 	 0.34429800
300467.74 	 0.34163100
300469.90 	 0.35197700
300474.77 	 0.35257500
300484.37 	 0.35053700
300502.17 	 0.35019900
300506.36 	 0.35541100
300508.72 	 0.34340900
300512.78 	 0.34698100
300518.60 	 0.35766400
300520.60 	 0.35010800
300523.84 	 0.34471200
300529.01 	 0.36240000
300532.43 	 0.35720400
300564.83 	 0.35021500
300572.53 	 0.35464400
300573.82 	 0.35873700
300576.47 	 0.35735700
300584.76 	 0.35813900
300587.97 	 0.36496000
300588.26 	 0.35450700
300630.02 	 0.35191600
300635.92 	 0.36646200
300638.95 	 0.35810900
300682.85 	 0.34716500
300684.87 	 0.35256000
300685.07 	 0.35424600
300722.10 	 0.34043600
300726.17 	 0.35640700
300727.88 	 0.34695000
300753.54 	 0.34972400
300790.93 	 0.33931700
300809.37 	 0.34428300
300817.14 	 0.35490500
300822.19 	 0.35633100
300824.61 	 0.33818300
300825.84 	 0.35346400
300834.34 	 0.34524900
300834.60 	 0.35651400
300847.29 	 0.35118000
300918.79 	 0.35286600
300925.79 	 0.33703300
300926.05 	 0.34909600
300926.71 	 0.34291900
300949.37 	 0.36457700
300954.58 	 0.36368800
300958.96 	 0.35233000
300967.89 	 0.35556400
300979.74 	 0.36528200
300980.08 	 0.35194700
300985.05 	 0.34452800
300998.99 	 0.35000000
301004.53 	 0.36016200
301007.18 	 0.35574800
301011.39 	 0.34081900
301012.72 	 0.34992400
301013.13 	 0.35065900
301038.62 	 0.35237600
301040.17 	 0.35101200
301052.11 	 0.34336300
301054.20 	 0.34112600
301054.50 	 0.35689800
301067.77 	 0.34793100
301071.11 	 0.35150200
301084.98 	 0.35882900
301101.43 	 0.34785400
301102.65 	 0.33819800
301107.29 	 0.34770100
301138.36 	 0.35003100
301141.98 	 0.33724800
301142.29 	 0.33428900
301144.48 	 0.33758500
301148.64 	 0.34793100
301151.63 	 0.35190100
301172.43 	 0.34555500
301224.31 	 0.32553700
301229.05 	 0.32400500
301236.94 	 0.32956900
301239.94 	 0.32578300
301265.47 	 0.33649700
301273.38 	 0.32567500
301277.89 	 0.33493300
301286.04 	 0.33830500
301317.33 	 0.34031300
301335.73 	 0.33839700
301344.96 	 0.34566300
301353.51 	 0.33761600
301361.99 	 0.33401400
301403.74 	 0.32834200
301436.41 	 0.34718000
301440.72 	 0.35490500
301444.11 	 0.34135500
301452.92 	 0.34235200
301458.18 	 0.33346200
301467.01 	 0.35282000
301498.10 	 0.34592300
301509.66 	 0.35268300
301514.11 	 0.34455900
301518.62 	 0.34356300
301523.96 	 0.34969400
301535.25 	 0.34947900
301535.86 	 0.34449800
301543.97 	 0.35783300
301548.18 	 0.34544800
301548.44 	 0.35387800
301563.90 	 0.35090500
301571.46 	 0.34563200
301572.96 	 0.35956500
301576.58 	 0.35387800
301587.39 	 0.34501900
301614.96 	 0.35544200
301624.28 	 0.34908100
301632.11 	 0.34347100
301634.76 	 0.34693500
301653.33 	 0.35401600
301667.65 	 0.34596900
301670.88 	 0.35026100
301698.22 	 0.35416900
301699.27 	 0.34570900
301706.07 	 0.34351700
301719.37 	 0.34477400
301738.81 	 0.35010800
301758.58 	 0.35252900
301770.57 	 0.34722600
301789.48 	 0.34885100
301793.53 	 0.36174100
301805.44 	 0.34048200
301822.73 	 0.35138000
301831.47 	 0.35125700
301834.31 	 0.34066600
301847.71 	 0.35538000
301850.79 	 0.33904100
301852.55 	 0.34390000
301874.33 	 0.34445200
301877.88 	 0.34793100
301887.19 	 0.34439000
301898.88 	 0.35783300
301909.35 	 0.35893600
301929.93 	 0.34557100
301937.93 	 0.35015400
302016.11 	 0.34846700
302016.34 	 0.35449100
302019.81 	 0.35458300
302023.28 	 0.35259100
302031.29 	 0.34137100
302033.00 	 0.35387800
302036.94 	 0.35576300
302047.35 	 0.35326500
302066.34 	 0.34265800
302067.57 	 0.34043600
302094.00 	 0.33643500
302101.76 	 0.34158500
302105.00 	 0.34857500
302116.83 	 0.34141700
302126.99 	 0.35597800
302129.89 	 0.34520300
302132.90 	 0.35982500
302146.67 	 0.33732400
302163.65 	 0.34563200
302173.26 	 0.34230600
302184.08 	 0.34826800
302190.73 	 0.35059800
302203.02 	 0.34317900
302239.39 	 0.35018400
302253.27 	 0.34690400
302272.78 	 0.34006800
302274.51 	 0.35208500
302277.79 	 0.33763100
302291.91 	 0.34060400
302292.93 	 0.34334800
302304.66 	 0.34146300
302310.80 	 0.35154800
302321.85 	 0.34644400
302328.91 	 0.35564100
302334.16 	 0.35461400
302347.02 	 0.35344900
302355.49 	 0.35242200
302355.94 	 0.34072700
302404.82 	 0.36557300
302443.09 	 0.34863600
302499.09 	 0.35095100
302504.87 	 0.35073600
302514.26 	 0.34774700
302527.15 	 0.34117200
302548.00 	 0.33513200
302548.45 	 0.32823500
302553.87 	 0.33881100
302567.55 	 0.33681900
302568.04 	 0.34259700
302570.77 	 0.33603700
302578.22 	 0.34596900
302593.30 	 0.35134900
302595.72 	 0.35171700
302606.70 	 0.34063500
302624.50 	 0.34511100
302636.57 	 0.34275000
302679.66 	 0.34878900
302696.28 	 0.34153900
302725.53 	 0.33924000
302745.86 	 0.33422800
302747.91 	 0.34584600
302750.94 	 0.34112600
302753.92 	 0.35000000
302759.33 	 0.33033500
302761.87 	 0.34193800
302764.84 	 0.34811500
302777.61 	 0.34941800
302786.46 	 0.34868200
302787.47 	 0.33197500
302788.87 	 0.34722600
302817.14 	 0.33378400
302824.67 	 0.34662800
302831.91 	 0.34615300
302836.52 	 0.33852000
302845.22 	 0.34380800
302848.96 	 0.35758700
302856.42 	 0.34262800
302858.09 	 0.34863600
302864.91 	 0.35705100
302886.29 	 0.35444500
302895.93 	 0.35104300
302904.08 	 0.34600000
302921.75 	 0.35234500
302936.10 	 0.34684300
302946.65 	 0.35269800
302976.97 	 0.35173200
302978.50 	 0.34134000
302998.74 	 0.34118700
303000.74 	 0.34173900
303007.79 	 0.35695900
303030.60 	 0.34935600
303032.54 	 0.35199300
303038.74 	 0.33701800
303098.79 	 0.35787900
303108.46 	 0.34753200
303120.65 	 0.34489600
303123.76 	 0.34445200
303146.84 	 0.35522700
303181.50 	 0.34459000
303231.20 	 0.35180900
303245.52 	 0.35050600
303251.57 	 0.35259100
303257.48 	 0.36379500
303258.72 	 0.34874300
